era,city,date,time,variant,apparent_shift_minutes,any_changed,changed
현행,제주,1980-05-09,06:34,noHistoricalTz,0,0,""
현행,제주,1980-05-09,06:34,noSolarTime,34,0,""
현행,제주,1980-05-09,08:41,noHistoricalTz,0,0,""
현행,제주,1980-05-09,08:41,noSolarTime,34,0,""
현행,제주,1980-05-09,10:48,noHistoricalTz,0,0,""
현행,제주,1980-05-09,10:48,noSolarTime,34,0,""
현행,제주,1980-05-09,12:55,noHistoricalTz,0,0,""
현행,제주,1980-05-09,12:55,noSolarTime,34,0,""
현행,제주,1980-05-09,15:02,noHistoricalTz,0,0,""
현행,제주,1980-05-09,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-05-09,17:09,noHistoricalTz,0,0,""
현행,제주,1980-05-09,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-05-09,19:16,noHistoricalTz,0,0,""
현행,제주,1980-05-09,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-05-09,21:23,noHistoricalTz,0,0,""
현행,제주,1980-05-09,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-05-09,23:30,noHistoricalTz,0,0,""
현행,제주,1980-05-09,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-06-16,00:13,noHistoricalTz,0,0,""
현행,제주,1980-06-16,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-06-16,02:20,noHistoricalTz,0,0,""
현행,제주,1980-06-16,02:20,noSolarTime,34,0,""
현행,제주,1980-06-16,04:27,noHistoricalTz,0,0,""
현행,제주,1980-06-16,04:27,noSolarTime,34,0,""
현행,제주,1980-06-16,06:34,noHistoricalTz,0,0,""
현행,제주,1980-06-16,06:34,noSolarTime,34,0,""
현행,제주,1980-06-16,08:41,noHistoricalTz,0,0,""
현행,제주,1980-06-16,08:41,noSolarTime,34,0,""
현행,제주,1980-06-16,10:48,noHistoricalTz,0,0,""
현행,제주,1980-06-16,10:48,noSolarTime,34,0,""
현행,제주,1980-06-16,12:55,noHistoricalTz,0,0,""
현행,제주,1980-06-16,12:55,noSolarTime,34,0,""
현행,제주,1980-06-16,15:02,noHistoricalTz,0,0,""
현행,제주,1980-06-16,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-06-16,17:09,noHistoricalTz,0,0,""
현행,제주,1980-06-16,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-06-16,19:16,noHistoricalTz,0,0,""
현행,제주,1980-06-16,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-06-16,21:23,noHistoricalTz,0,0,""
현행,제주,1980-06-16,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-06-16,23:30,noHistoricalTz,0,0,""
현행,제주,1980-06-16,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-07-23,00:13,noHistoricalTz,0,0,""
현행,제주,1980-07-23,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-07-23,02:20,noHistoricalTz,0,0,""
현행,제주,1980-07-23,02:20,noSolarTime,34,0,""
현행,제주,1980-07-23,04:27,noHistoricalTz,0,0,""
현행,제주,1980-07-23,04:27,noSolarTime,34,0,""
현행,제주,1980-07-23,06:34,noHistoricalTz,0,0,""
현행,제주,1980-07-23,06:34,noSolarTime,34,0,""
현행,제주,1980-07-23,08:41,noHistoricalTz,0,0,""
현행,제주,1980-07-23,08:41,noSolarTime,34,0,""
현행,제주,1980-07-23,10:48,noHistoricalTz,0,0,""
현행,제주,1980-07-23,10:48,noSolarTime,34,0,""
현행,제주,1980-07-23,12:55,noHistoricalTz,0,0,""
현행,제주,1980-07-23,12:55,noSolarTime,34,0,""
현행,제주,1980-07-23,15:02,noHistoricalTz,0,0,""
현행,제주,1980-07-23,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-07-23,17:09,noHistoricalTz,0,0,""
현행,제주,1980-07-23,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-07-23,19:16,noHistoricalTz,0,0,""
현행,제주,1980-07-23,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-07-23,21:23,noHistoricalTz,0,0,""
현행,제주,1980-07-23,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-07-23,23:30,noHistoricalTz,0,0,""
현행,제주,1980-07-23,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-08-03,00:13,noHistoricalTz,0,0,""
현행,제주,1980-08-03,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-08-03,02:20,noHistoricalTz,0,0,""
현행,제주,1980-08-03,02:20,noSolarTime,34,0,""
현행,제주,1980-08-03,04:27,noHistoricalTz,0,0,""
현행,제주,1980-08-03,04:27,noSolarTime,34,0,""
현행,제주,1980-08-03,06:34,noHistoricalTz,0,0,""
현행,제주,1980-08-03,06:34,noSolarTime,34,0,""
현행,제주,1980-08-03,08:41,noHistoricalTz,0,0,""
현행,제주,1980-08-03,08:41,noSolarTime,34,0,""
현행,제주,1980-08-03,10:48,noHistoricalTz,0,0,""
현행,제주,1980-08-03,10:48,noSolarTime,34,0,""
현행,제주,1980-08-03,12:55,noHistoricalTz,0,0,""
현행,제주,1980-08-03,12:55,noSolarTime,34,0,""
현행,제주,1980-08-03,15:02,noHistoricalTz,0,0,""
현행,제주,1980-08-03,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-08-03,17:09,noHistoricalTz,0,0,""
현행,제주,1980-08-03,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-08-03,19:16,noHistoricalTz,0,0,""
현행,제주,1980-08-03,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-08-03,21:23,noHistoricalTz,0,0,""
현행,제주,1980-08-03,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-08-03,23:30,noHistoricalTz,0,0,""
현행,제주,1980-08-03,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-09-10,00:13,noHistoricalTz,0,0,""
현행,제주,1980-09-10,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-09-10,02:20,noHistoricalTz,0,0,""
현행,제주,1980-09-10,02:20,noSolarTime,34,0,""
현행,제주,1980-09-10,04:27,noHistoricalTz,0,0,""
현행,제주,1980-09-10,04:27,noSolarTime,34,0,""
현행,제주,1980-09-10,06:34,noHistoricalTz,0,0,""
현행,제주,1980-09-10,06:34,noSolarTime,34,0,""
현행,제주,1980-09-10,08:41,noHistoricalTz,0,0,""
현행,제주,1980-09-10,08:41,noSolarTime,34,0,""
현행,제주,1980-09-10,10:48,noHistoricalTz,0,0,""
현행,제주,1980-09-10,10:48,noSolarTime,34,0,""
현행,제주,1980-09-10,12:55,noHistoricalTz,0,0,""
현행,제주,1980-09-10,12:55,noSolarTime,34,0,""
현행,제주,1980-09-10,15:02,noHistoricalTz,0,0,""
현행,제주,1980-09-10,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-09-10,17:09,noHistoricalTz,0,0,""
현행,제주,1980-09-10,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-09-10,19:16,noHistoricalTz,0,0,""
현행,제주,1980-09-10,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-09-10,21:23,noHistoricalTz,0,0,""
현행,제주,1980-09-10,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-09-10,23:30,noHistoricalTz,0,0,""
현행,제주,1980-09-10,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-10-17,00:13,noHistoricalTz,0,0,""
현행,제주,1980-10-17,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-10-17,02:20,noHistoricalTz,0,0,""
현행,제주,1980-10-17,02:20,noSolarTime,34,0,""
현행,제주,1980-10-17,04:27,noHistoricalTz,0,0,""
현행,제주,1980-10-17,04:27,noSolarTime,34,0,""
현행,제주,1980-10-17,06:34,noHistoricalTz,0,0,""
현행,제주,1980-10-17,06:34,noSolarTime,34,0,""
현행,제주,1980-10-17,08:41,noHistoricalTz,0,0,""
현행,제주,1980-10-17,08:41,noSolarTime,34,0,""
현행,제주,1980-10-17,10:48,noHistoricalTz,0,0,""
현행,제주,1980-10-17,10:48,noSolarTime,34,0,""
현행,제주,1980-10-17,12:55,noHistoricalTz,0,0,""
현행,제주,1980-10-17,12:55,noSolarTime,34,0,""
현행,제주,1980-10-17,15:02,noHistoricalTz,0,0,""
현행,제주,1980-10-17,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-10-17,17:09,noHistoricalTz,0,0,""
현행,제주,1980-10-17,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-10-17,19:16,noHistoricalTz,0,0,""
현행,제주,1980-10-17,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-10-17,21:23,noHistoricalTz,0,0,""
현행,제주,1980-10-17,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-10-17,23:30,noHistoricalTz,0,0,""
현행,제주,1980-10-17,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-11-24,00:13,noHistoricalTz,0,0,""
현행,제주,1980-11-24,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-11-24,02:20,noHistoricalTz,0,0,""
현행,제주,1980-11-24,02:20,noSolarTime,34,0,""
현행,제주,1980-11-24,04:27,noHistoricalTz,0,0,""
현행,제주,1980-11-24,04:27,noSolarTime,34,0,""
현행,제주,1980-11-24,06:34,noHistoricalTz,0,0,""
현행,제주,1980-11-24,06:34,noSolarTime,34,0,""
현행,제주,1980-11-24,08:41,noHistoricalTz,0,0,""
현행,제주,1980-11-24,08:41,noSolarTime,34,0,""
현행,제주,1980-11-24,10:48,noHistoricalTz,0,0,""
현행,제주,1980-11-24,10:48,noSolarTime,34,0,""
현행,제주,1980-11-24,12:55,noHistoricalTz,0,0,""
현행,제주,1980-11-24,12:55,noSolarTime,34,0,""
현행,제주,1980-11-24,15:02,noHistoricalTz,0,0,""
현행,제주,1980-11-24,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-11-24,17:09,noHistoricalTz,0,0,""
현행,제주,1980-11-24,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-11-24,19:16,noHistoricalTz,0,0,""
현행,제주,1980-11-24,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-11-24,21:23,noHistoricalTz,0,0,""
현행,제주,1980-11-24,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-11-24,23:30,noHistoricalTz,0,0,""
현행,제주,1980-11-24,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-12-04,00:13,noHistoricalTz,0,0,""
현행,제주,1980-12-04,00:13,noSolarTime,34,1,"dayPillar"
현행,제주,1980-12-04,02:20,noHistoricalTz,0,0,""
현행,제주,1980-12-04,02:20,noSolarTime,34,0,""
현행,제주,1980-12-04,04:27,noHistoricalTz,0,0,""
현행,제주,1980-12-04,04:27,noSolarTime,34,0,""
현행,제주,1980-12-04,06:34,noHistoricalTz,0,0,""
현행,제주,1980-12-04,06:34,noSolarTime,34,0,""
현행,제주,1980-12-04,08:41,noHistoricalTz,0,0,""
현행,제주,1980-12-04,08:41,noSolarTime,34,0,""
현행,제주,1980-12-04,10:48,noHistoricalTz,0,0,""
현행,제주,1980-12-04,10:48,noSolarTime,34,0,""
현행,제주,1980-12-04,12:55,noHistoricalTz,0,0,""
현행,제주,1980-12-04,12:55,noSolarTime,34,0,""
현행,제주,1980-12-04,15:02,noHistoricalTz,0,0,""
현행,제주,1980-12-04,15:02,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-12-04,17:09,noHistoricalTz,0,0,""
현행,제주,1980-12-04,17:09,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-12-04,19:16,noHistoricalTz,0,0,""
현행,제주,1980-12-04,19:16,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-12-04,21:23,noHistoricalTz,0,0,""
현행,제주,1980-12-04,21:23,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,제주,1980-12-04,23:30,noHistoricalTz,0,0,""
현행,제주,1980-12-04,23:30,noSolarTime,34,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-01-08,00:13,noHistoricalTz,0,0,""
현행,서울,2000-01-08,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-01-08,02:20,noHistoricalTz,0,0,""
현행,서울,2000-01-08,02:20,noSolarTime,32,0,""
현행,서울,2000-01-08,04:27,noHistoricalTz,0,0,""
현행,서울,2000-01-08,04:27,noSolarTime,32,0,""
현행,서울,2000-01-08,06:34,noHistoricalTz,0,0,""
현행,서울,2000-01-08,06:34,noSolarTime,32,0,""
현행,서울,2000-01-08,08:41,noHistoricalTz,0,0,""
현행,서울,2000-01-08,08:41,noSolarTime,32,0,""
현행,서울,2000-01-08,10:48,noHistoricalTz,0,0,""
현행,서울,2000-01-08,10:48,noSolarTime,32,0,""
현행,서울,2000-01-08,12:55,noHistoricalTz,0,0,""
현행,서울,2000-01-08,12:55,noSolarTime,32,0,""
현행,서울,2000-01-08,15:02,noHistoricalTz,0,0,""
현행,서울,2000-01-08,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-01-08,17:09,noHistoricalTz,0,0,""
현행,서울,2000-01-08,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-01-08,19:16,noHistoricalTz,0,0,""
현행,서울,2000-01-08,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-01-08,21:23,noHistoricalTz,0,0,""
현행,서울,2000-01-08,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-01-08,23:30,noHistoricalTz,0,0,""
현행,서울,2000-01-08,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-02-15,00:13,noHistoricalTz,0,0,""
현행,서울,2000-02-15,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-02-15,02:20,noHistoricalTz,0,0,""
현행,서울,2000-02-15,02:20,noSolarTime,32,0,""
현행,서울,2000-02-15,04:27,noHistoricalTz,0,0,""
현행,서울,2000-02-15,04:27,noSolarTime,32,0,""
현행,서울,2000-02-15,06:34,noHistoricalTz,0,0,""
현행,서울,2000-02-15,06:34,noSolarTime,32,0,""
현행,서울,2000-02-15,08:41,noHistoricalTz,0,0,""
현행,서울,2000-02-15,08:41,noSolarTime,32,0,""
현행,서울,2000-02-15,10:48,noHistoricalTz,0,0,""
현행,서울,2000-02-15,10:48,noSolarTime,32,0,""
현행,서울,2000-02-15,12:55,noHistoricalTz,0,0,""
현행,서울,2000-02-15,12:55,noSolarTime,32,0,""
현행,서울,2000-02-15,15:02,noHistoricalTz,0,0,""
현행,서울,2000-02-15,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-02-15,17:09,noHistoricalTz,0,0,""
현행,서울,2000-02-15,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-02-15,19:16,noHistoricalTz,0,0,""
현행,서울,2000-02-15,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-02-15,21:23,noHistoricalTz,0,0,""
현행,서울,2000-02-15,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-02-15,23:30,noHistoricalTz,0,0,""
현행,서울,2000-02-15,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-03-22,00:13,noHistoricalTz,0,0,""
현행,서울,2000-03-22,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-03-22,02:20,noHistoricalTz,0,0,""
현행,서울,2000-03-22,02:20,noSolarTime,32,0,""
현행,서울,2000-03-22,04:27,noHistoricalTz,0,0,""
현행,서울,2000-03-22,04:27,noSolarTime,32,0,""
현행,서울,2000-03-22,06:34,noHistoricalTz,0,0,""
현행,서울,2000-03-22,06:34,noSolarTime,32,0,""
현행,서울,2000-03-22,08:41,noHistoricalTz,0,0,""
현행,서울,2000-03-22,08:41,noSolarTime,32,0,""
현행,서울,2000-03-22,10:48,noHistoricalTz,0,0,""
현행,서울,2000-03-22,10:48,noSolarTime,32,0,""
현행,서울,2000-03-22,12:55,noHistoricalTz,0,0,""
현행,서울,2000-03-22,12:55,noSolarTime,32,0,""
현행,서울,2000-03-22,15:02,noHistoricalTz,0,0,""
현행,서울,2000-03-22,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-03-22,17:09,noHistoricalTz,0,0,""
현행,서울,2000-03-22,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-03-22,19:16,noHistoricalTz,0,0,""
현행,서울,2000-03-22,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-03-22,21:23,noHistoricalTz,0,0,""
현행,서울,2000-03-22,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-03-22,23:30,noHistoricalTz,0,0,""
현행,서울,2000-03-22,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-04-02,00:13,noHistoricalTz,0,0,""
현행,서울,2000-04-02,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-04-02,02:20,noHistoricalTz,0,0,""
현행,서울,2000-04-02,02:20,noSolarTime,32,0,""
현행,서울,2000-04-02,04:27,noHistoricalTz,0,0,""
현행,서울,2000-04-02,04:27,noSolarTime,32,0,""
현행,서울,2000-04-02,06:34,noHistoricalTz,0,0,""
현행,서울,2000-04-02,06:34,noSolarTime,32,0,""
현행,서울,2000-04-02,08:41,noHistoricalTz,0,0,""
현행,서울,2000-04-02,08:41,noSolarTime,32,0,""
현행,서울,2000-04-02,10:48,noHistoricalTz,0,0,""
현행,서울,2000-04-02,10:48,noSolarTime,32,0,""
현행,서울,2000-04-02,12:55,noHistoricalTz,0,0,""
현행,서울,2000-04-02,12:55,noSolarTime,32,0,""
현행,서울,2000-04-02,15:02,noHistoricalTz,0,0,""
현행,서울,2000-04-02,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-04-02,17:09,noHistoricalTz,0,0,""
현행,서울,2000-04-02,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-04-02,19:16,noHistoricalTz,0,0,""
현행,서울,2000-04-02,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-04-02,21:23,noHistoricalTz,0,0,""
현행,서울,2000-04-02,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-04-02,23:30,noHistoricalTz,0,0,""
현행,서울,2000-04-02,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-05-09,00:13,noHistoricalTz,0,0,""
현행,서울,2000-05-09,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-05-09,02:20,noHistoricalTz,0,0,""
현행,서울,2000-05-09,02:20,noSolarTime,32,0,""
현행,서울,2000-05-09,04:27,noHistoricalTz,0,0,""
현행,서울,2000-05-09,04:27,noSolarTime,32,0,""
현행,서울,2000-05-09,06:34,noHistoricalTz,0,0,""
현행,서울,2000-05-09,06:34,noSolarTime,32,0,""
현행,서울,2000-05-09,08:41,noHistoricalTz,0,0,""
현행,서울,2000-05-09,08:41,noSolarTime,32,0,""
현행,서울,2000-05-09,10:48,noHistoricalTz,0,0,""
현행,서울,2000-05-09,10:48,noSolarTime,32,0,""
현행,서울,2000-05-09,12:55,noHistoricalTz,0,0,""
현행,서울,2000-05-09,12:55,noSolarTime,32,0,""
현행,서울,2000-05-09,15:02,noHistoricalTz,0,0,""
현행,서울,2000-05-09,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-05-09,17:09,noHistoricalTz,0,0,""
현행,서울,2000-05-09,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-05-09,19:16,noHistoricalTz,0,0,""
현행,서울,2000-05-09,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-05-09,21:23,noHistoricalTz,0,0,""
현행,서울,2000-05-09,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-05-09,23:30,noHistoricalTz,0,0,""
현행,서울,2000-05-09,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-06-16,00:13,noHistoricalTz,0,0,""
현행,서울,2000-06-16,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-06-16,02:20,noHistoricalTz,0,0,""
현행,서울,2000-06-16,02:20,noSolarTime,32,0,""
현행,서울,2000-06-16,04:27,noHistoricalTz,0,0,""
현행,서울,2000-06-16,04:27,noSolarTime,32,0,""
현행,서울,2000-06-16,06:34,noHistoricalTz,0,0,""
현행,서울,2000-06-16,06:34,noSolarTime,32,0,""
현행,서울,2000-06-16,08:41,noHistoricalTz,0,0,""
현행,서울,2000-06-16,08:41,noSolarTime,32,0,""
현행,서울,2000-06-16,10:48,noHistoricalTz,0,0,""
현행,서울,2000-06-16,10:48,noSolarTime,32,0,""
현행,서울,2000-06-16,12:55,noHistoricalTz,0,0,""
현행,서울,2000-06-16,12:55,noSolarTime,32,0,""
현행,서울,2000-06-16,15:02,noHistoricalTz,0,0,""
현행,서울,2000-06-16,15:02,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-06-16,17:09,noHistoricalTz,0,0,""
현행,서울,2000-06-16,17:09,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-06-16,19:16,noHistoricalTz,0,0,""
현행,서울,2000-06-16,19:16,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-06-16,21:23,noHistoricalTz,0,0,""
현행,서울,2000-06-16,21:23,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-06-16,23:30,noHistoricalTz,0,0,""
현행,서울,2000-06-16,23:30,noSolarTime,32,1,"hourPillar|minggongBranch|bodyPalaceBranch|soulStar"
현행,서울,2000-07-23,00:13,noHistoricalTz,0,0,""
현행,서울,2000-07-23,00:13,noSolarTime,32,1,"dayPillar"
현행,서울,2000-07-23,02:20,noHistoricalTz,0,0,""
현행,서울,2000-07-23,02:20,noSolarTime,32,0,""
현행,서울,2000-07-23,04:27,noHistoricalTz,0,0,""
현행,서울,2000-07-23,04:27,noSolarTime,32,0,""
현행,서울,2000-07-23,06:34,noHistoricalTz,0,0,""
현행,서울,2000-07-23,06:34,noSolarTime,32,0,""
현행,서울,2000-07-23,08:41,noHistoricalTz,0,0,""
현행,서울,2000-07-23,08:41,noSolarTime,32,0,""
현행,서울,2000-07-23,10:48,noHistoricalTz,0,0,""
현행,서울,2000-07-23,10:48,noSolarTime,32,0,""
